PANID,Combined_Pre_Tax_Income_of_HH,Family_Size,HH_RACE,Type_of_Residential_Possession,HH_AGE,HH_EDU,HH_OCC,Age_Group_Applied_to_Male_HH,Education_Level_Reached_by_Male_,Occupation_Code_of_Male_HH,Male_Working_Hour_Code,MALE_SMOKE,Age_Group_Applied_to_Female_HH,Education_Level_Reached_by_Femal,Occupation_Code_of_Female_HH,Female_Working_Hour_Code,FEM_SMOKE,Number_of_Dogs,Number_of_Cats,Children_Group_Code,Marital_Status,Number_of_TVs_Used_by_HH,Number_of_TVs_Hooked_to_Cable,HH_Head_Race__RACE2_,HH_Head_Race__RACE3_,Microwave_Owned_by_HH
1117937,7,2,1,2,5,4,8,6,3,9,3,1,5,4,8,2,1,1,0,8,2,4,4,1,1,1
1117978,5,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,1,8,4,2,1,1,1,1
1118042,10,2,1,2,5,6,10,5,8,10,4,0,5,6,10,4,0,0,0,8,2,4,4,1,1,1
1118117,6,3,1,2,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,4,2,2,1,1,1
1118141,9,2,1,2,6,5,1,6,4,10,4,0,6,5,1,2,0,0,0,8,2,4,4,1,1,1
1118208,5,2,1,2,6,6,10,6,4,10,4,0,6,6,10,4,0,0,0,8,2,3,3,1,1,1
1118224,7,3,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,2,1,1,1
1118331,2,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,1,1,1,1,1
1118356,6,3,1,2,4,5,13,7,9,11,7,.,4,5,13,1,0,1,1,2,3,4,4,1,1,1
1118430,9,2,1,2,5,6,13,5,4,6,3,0,5,6,13,5,0,0,0,8,2,2,2,1,1,1
1118695,7,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
1118786,9,2,1,2,5,8,1,5,5,10,4,1,5,8,1,3,0,1,0,8,2,4,4,1,1,1
1118851,4,1,1,1,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,1,1,1,1,1
1118877,2,1,1,2,6,4,13,7,9,11,7,.,6,4,13,5,0,0,0,8,4,1,1,1,1,1
1118976,1,1,1,1,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,2,2,1,1,1
1119008,7,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
1119057,12,3,1,2,5,8,1,7,9,11,7,.,5,8,1,3,0,0,3,8,3,4,4,1,1,1
1119115,12,2,1,2,4,6,2,5,6,1,3,0,4,6,2,3,0,1,0,8,2,1,1,1,1,1
1119214,12,2,1,2,4,6,3,4,7,1,3,0,4,6,3,3,0,0,3,8,2,3,3,1,1,1
1119230,6,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,1,0,8,2,5,5,1,1,1
1119552,4,2,1,2,6,7,10,6,8,10,4,0,6,7,10,4,0,0,2,8,2,1,1,1,1,1
1119560,10,2,1,2,5,7,1,5,7,3,3,.,5,7,1,3,0,0,0,8,2,3,3,1,1,1
1119610,5,2,1,2,6,6,10,6,6,10,4,0,6,6,10,4,0,0,0,8,2,2,2,1,1,1
1119644,2,1,1,2,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,1,1,1,1,1
1119743,6,2,1,2,5,4,8,6,4,10,4,0,5,4,8,2,0,1,0,8,2,4,4,1,1,1
1119784,11,2,1,2,5,8,1,5,7,7,2,0,5,8,1,3,0,0,0,8,2,2,2,1,1,1
1119842,6,2,1,1,6,4,1,6,4,10,4,0,6,4,1,2,0,0,0,8,3,2,2,1,1,1
1119958,4,1,1,2,5,4,1,7,9,11,7,.,5,4,1,3,0,0,0,8,4,1,1,1,1,1
1120147,7,1,1,2,5,7,1,7,9,11,7,.,5,7,1,3,0,0,0,8,4,2,2,1,1,1
1120261,3,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,1,1,1,1
1120303,5,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,2,8,4,2,2,1,1,1
1120550,11,2,1,2,6,5,13,6,4,13,1,0,6,5,13,1,0,0,1,8,2,3,3,1,1,1
1120618,6,2,1,2,5,4,9,5,8,1,3,0,5,4,9,2,0,0,0,8,2,4,4,1,1,1
1120626,8,3,1,2,5,4,10,5,5,7,3,1,5,4,10,4,0,0,1,8,2,3,3,1,1,1
1120634,7,3,1,2,5,4,4,5,6,10,4,.,5,4,4,3,0,0,2,8,2,4,4,1,1,1
1120709,5,2,1,2,6,6,10,7,9,11,7,.,6,6,10,4,1,1,0,8,3,3,3,1,1,1
1120725,10,2,1,2,6,7,10,6,4,10,4,0,6,7,10,4,0,0,0,8,2,4,4,1,1,1
1120782,1,1,1,1,4,4,13,7,9,11,7,.,4,4,13,5,1,0,0,8,1,2,2,1,1,1
1120832,5,1,1,2,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,2,2,1,1,.
1120873,5,3,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
1120881,8,2,1,2,6,4,13,6,7,1,3,0,6,4,13,5,1,0,0,8,2,2,2,.,1,1
1120923,12,2,1,2,5,7,1,5,6,2,3,0,5,7,1,3,0,1,0,8,2,2,2,1,1,1
1120949,7,3,1,2,5,5,13,5,5,6,3,0,5,5,13,1,0,0,0,8,2,4,4,1,1,1
1120972,10,2,1,2,6,4,10,6,7,10,4,0,6,4,10,4,1,1,1,8,2,4,1,1,1,1
1120998,1,1,1,1,5,4,10,7,9,11,7,.,5,4,10,4,1,0,1,8,1,2,2,1,1,1
1121004,7,2,1,1,4,6,8,4,6,8,3,1,4,6,8,3,0,0,0,8,2,3,3,1,1,1
1121111,8,2,1,2,5,6,1,6,4,10,4,1,5,6,1,3,0,0,1,8,2,2,1,1,1,1
1121202,6,2,1,2,6,3,13,6,3,1,2,0,6,3,13,1,0,0,0,8,2,4,4,1,1,1
1121228,5,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,2,1,1,1
1121335,4,1,1,2,6,3,13,7,9,11,7,.,6,3,13,5,0,0,0,8,4,3,3,1,1,1
1121368,1,2,1,1,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,8,3,4,4,2,2,1
1121517,6,1,1,1,5,4,1,7,9,11,7,.,5,4,1,3,0,0,0,8,3,4,4,1,1,1
1121681,6,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
1121715,7,4,1,2,5,6,4,5,3,7,3,1,5,6,4,3,1,1,4,8,2,5,5,1,1,1
1121723,7,1,1,2,6,8,10,6,8,10,4,0,7,9,11,7,.,0,0,8,4,1,1,1,1,1
1121764,10,2,1,2,5,5,1,5,4,10,4,0,5,5,1,3,0,0,0,8,2,3,3,1,1,1
1121798,1,2,1,1,4,5,13,7,9,11,7,.,4,5,13,1,1,0,0,8,3,4,4,1,1,1
1121905,5,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,3,3,1,1,1
1121939,12,2,1,2,5,5,1,5,5,7,3,0,5,5,1,2,0,0,0,8,2,4,4,1,1,1
1121996,8,2,1,2,5,4,4,5,4,10,4,1,5,4,4,3,0,0,1,8,2,5,5,1,1,1
1122002,9,2,1,2,5,5,4,5,6,10,4,0,5,5,4,2,0,1,0,8,2,3,3,1,1,1
1122044,5,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
1122119,8,1,1,2,5,4,1,7,9,11,7,.,5,4,1,3,0,0,4,8,3,2,2,1,1,1
1122184,5,2,1,1,6,4,10,6,4,10,4,1,6,4,10,4,0,0,0,8,2,4,4,1,1,1
1122242,7,2,1,2,6,5,10,6,5,10,4,0,6,5,10,4,0,0,0,8,2,3,3,1,1,1
1122317,5,2,1,2,6,4,10,6,7,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
1122424,9,2,1,2,6,6,10,6,8,10,4,0,6,6,10,4,0,0,0,8,2,1,1,1,1,1
1122473,7,3,1,2,5,7,2,5,7,3,3,0,5,7,2,2,0,0,0,8,2,5,5,1,1,1
1122572,2,1,1,2,5,5,2,7,9,11,7,.,5,5,2,2,0,0,0,8,4,2,1,1,1,1
1122713,10,3,1,1,4,8,1,5,5,6,3,0,4,8,1,3,0,1,1,8,2,4,2,1,1,1
1122747,9,2,1,2,4,4,13,4,5,1,3,0,4,4,13,1,0,1,0,8,2,2,2,1,1,1
1122754,7,1,1,2,6,7,10,7,9,11,7,.,6,7,10,4,0,0,0,8,4,4,4,1,1,1
1122804,12,4,1,2,6,7,10,6,8,10,4,1,6,7,10,4,1,0,1,8,2,4,2,1,1,1
1122820,5,2,1,2,6,4,13,6,4,13,5,0,6,4,13,5,0,0,0,8,2,1,1,1,1,.
1122911,2,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,1,0,0,8,4,1,1,1,1,1
1122929,7,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
1123109,12,3,1,2,5,6,1,5,6,1,2,1,5,6,1,2,0,0,0,8,2,5,3,1,1,1
1123158,5,1,1,2,5,6,3,7,9,11,7,.,5,6,3,3,1,0,1,8,3,1,1,1,1,1
1123224,1,1,1,1,6,2,13,6,2,13,1,0,7,9,11,7,.,0,0,8,3,2,2,1,1,.
1123323,9,2,1,2,4,4,2,4,5,2,3,0,4,4,2,3,0,0,0,8,2,3,3,1,1,1
1123422,8,1,1,2,6,4,10,6,4,10,4,0,7,9,11,7,.,0,0,8,4,2,2,1,1,1
1123430,6,2,1,2,5,4,10,6,7,10,4,0,5,4,10,4,0,0,0,8,2,3,3,1,1,1
1123448,8,2,1,2,5,5,4,5,6,7,3,0,5,5,4,3,0,2,4,8,2,4,4,1,1,1
1123455,12,2,1,2,6,7,4,5,6,10,4,0,6,7,4,3,0,0,0,8,2,3,3,1,1,1
1123463,5,1,1,2,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,2,2,1,1,1
1123489,8,2,1,2,5,7,1,5,7,1,3,0,7,9,11,7,.,0,0,8,5,2,2,1,1,1
1123521,4,1,1,1,5,4,9,7,9,11,7,.,5,4,9,3,1,0,1,8,3,2,1,1,1,1
1123539,11,3,1,2,5,4,1,5,4,10,4,0,5,4,1,3,0,0,1,8,2,3,3,1,1,1
1123661,9,5,1,2,5,6,13,5,7,1,3,0,5,6,13,5,0,0,1,8,2,4,4,1,1,1
1123752,8,2,1,2,6,4,4,6,7,10,4,0,6,4,4,2,1,0,0,8,2,2,2,1,1,1
1123760,11,2,1,2,5,6,1,6,6,1,2,0,5,6,1,2,0,0,0,8,2,2,2,1,1,1
1123786,8,2,1,2,6,4,10,6,7,10,4,0,6,4,10,4,0,0,0,8,2,2,1,1,1,1
1123802,6,1,1,1,5,5,4,7,9,11,7,.,5,5,4,3,1,0,0,8,3,3,3,1,1,1
1123810,4,1,1,2,6,4,8,7,9,11,7,.,6,4,8,2,0,0,1,8,5,1,1,1,1,.
1123836,4,2,1,1,4,4,13,5,4,10,4,0,4,4,13,1,0,1,0,8,2,3,2,1,1,1
1124032,4,1,1,2,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,2,2,1,1,1
1124073,12,2,1,2,5,8,13,5,8,1,3,0,5,8,13,5,0,0,0,8,2,3,3,1,1,1
1124099,6,1,1,2,6,4,3,7,9,11,7,.,6,4,3,2,0,1,2,8,4,3,3,1,1,1
1124263,10,3,1,2,5,7,1,7,9,11,7,.,5,7,1,3,0,2,0,8,4,3,3,1,1,1
1124537,8,2,1,2,4,6,3,7,9,11,7,.,4,6,3,3,0,0,0,3,3,5,5,1,1,1
1124578,6,3,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
1124610,12,2,1,2,5,7,2,5,6,4,3,0,5,7,2,3,0,0,0,8,2,4,2,1,1,1
1124644,4,1,1,2,6,4,1,7,9,11,7,.,6,4,1,2,1,0,0,8,4,2,2,1,1,1
1124669,7,1,1,2,6,4,1,7,9,11,7,.,6,4,1,3,0,1,0,8,3,2,1,1,1,1
1124677,6,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,4,4,1,1,1
1124693,2,2,1,2,6,5,10,7,9,11,7,.,6,5,10,4,0,0,1,8,3,3,3,1,1,1
1124727,6,1,1,1,5,5,1,7,9,11,7,.,5,5,1,3,0,0,0,8,3,2,2,1,1,1
1124743,6,2,1,2,6,4,3,6,4,10,4,0,6,4,3,2,0,0,0,8,2,2,1,1,1,1
1124925,2,2,1,2,5,4,13,6,4,13,1,0,5,4,13,1,0,1,0,8,2,2,1,1,1,1
1124941,6,3,1,2,5,6,1,6,5,1,2,0,5,6,1,3,0,1,0,8,2,4,3,1,1,1
1126250,3,1,1,1,6,3,13,7,9,11,7,.,6,3,13,1,0,0,0,8,4,1,1,1,1,1
1126268,10,3,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,1,0,8,4,4,4,1,1,1
1126284,5,4,1,1,5,4,3,7,9,11,7,.,5,4,3,3,0,0,0,3,3,2,2,1,1,1
1126318,8,3,1,2,4,6,2,4,7,1,3,0,4,6,2,2,1,0,2,8,2,3,2,1,1,1
1126334,7,2,1,2,4,4,4,5,4,7,3,0,4,4,4,2,1,1,0,8,2,3,3,1,1,1
1126375,10,4,1,2,3,6,3,4,5,6,3,0,3,6,3,3,0,0,2,6,2,4,4,1,1,1
1126458,10,5,1,2,4,5,4,4,5,6,3,1,4,5,4,3,0,0,0,8,2,5,5,1,1,1
1126482,11,2,1,2,4,5,1,4,4,6,3,0,4,5,1,3,0,2,0,8,2,1,2,1,1,1
1126599,6,2,1,2,4,5,1,7,9,11,7,.,4,5,1,2,0,1,0,3,4,2,2,1,1,1
1126607,6,4,1,2,5,4,10,6,4,10,4,1,5,4,10,4,1,0,0,8,2,5,5,1,1,1
1126698,8,2,1,2,4,4,9,4,4,7,3,1,4,4,9,2,0,2,1,8,2,3,3,1,1,1
1126730,11,2,1,2,5,3,1,5,3,10,4,0,5,3,1,2,0,0,0,8,2,3,2,1,1,1
1126748,12,4,1,2,4,5,13,4,7,1,3,0,4,5,13,5,0,0,0,3,2,4,4,1,1,1
1126763,12,3,1,2,4,5,1,5,6,2,3,0,4,5,1,2,0,0,0,8,2,3,3,1,1,1
1126797,8,5,1,1,2,4,7,3,6,2,2,0,2,4,7,3,.,0,0,5,2,4,4,1,1,1
1126862,11,2,1,2,4,5,1,5,5,7,3,0,4,5,1,3,0,0,0,8,2,4,4,2,2,1
1126888,3,2,1,1,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,2,1,1,1,1
1126896,7,3,1,2,4,4,3,7,9,11,7,.,4,4,3,3,0,1,1,8,3,4,4,1,1,1
1126979,5,2,1,2,4,4,7,4,4,7,3,1,4,4,7,3,0,1,1,8,2,2,2,1,1,1
1126987,11,6,1,2,3,4,6,3,5,1,3,0,3,4,6,3,0,1,1,6,2,6,6,1,1,1
1127035,7,1,1,2,5,5,1,7,9,11,7,.,5,5,1,3,0,0,0,8,3,2,1,1,1,1
1127241,12,4,1,2,4,5,1,4,5,1,3,0,4,5,1,2,0,0,0,8,2,4,4,1,1,1
1127282,12,5,1,2,3,7,1,3,8,1,3,0,3,7,1,2,0,0,0,6,2,3,3,1,1,1
1127290,10,2,1,2,5,4,1,5,4,6,3,0,5,4,1,3,0,0,0,8,2,2,2,1,1,1
1127399,11,5,1,2,4,7,1,4,7,1,3,0,4,7,1,2,0,0,1,8,2,1,1,1,1,1
1127407,8,1,1,2,5,7,4,5,7,4,3,0,7,9,11,7,.,0,1,8,1,2,2,1,1,1
1127449,6,2,1,2,6,7,10,6,6,10,4,0,6,7,10,4,0,0,0,8,2,2,2,1,1,1
1127456,3,1,1,2,6,4,13,7,9,11,7,.,6,4,13,5,0,0,0,8,4,5,1,1,1,1
1127472,5,2,1,2,4,4,2,7,9,11,7,.,4,4,2,3,0,1,0,8,1,3,3,.,1,1
1127696,2,1,1,1,6,3,13,7,9,11,7,.,6,3,13,1,0,0,1,8,5,2,2,1,1,1
1127712,8,2,1,2,6,6,1,6,6,10,4,0,6,6,1,3,0,0,0,8,2,4,1,1,1,1
1127738,9,2,1,2,5,4,1,5,3,7,3,1,5,4,1,2,0,1,2,8,2,3,3,1,1,1
1127746,3,3,1,1,3,4,13,7,9,11,7,.,3,4,13,5,0,1,0,3,3,4,4,1,1,1
1127803,1,5,1,2,3,6,13,7,9,11,7,.,3,6,13,1,1,2,0,6,3,5,3,1,1,1
1127811,12,3,1,2,3,5,2,3,6,1,3,0,3,5,2,3,0,1,0,3,2,5,5,1,1,1
1127910,8,2,1,2,6,6,10,2,5,10,4,0,6,6,10,4,0,0,0,8,2,2,2,1,1,1
1127928,6,5,1,1,3,6,13,4,7,1,3,0,3,6,13,5,0,0,0,6,2,3,3,.,1,1
1127936,8,4,1,2,4,7,4,4,5,6,3,0,4,7,4,2,0,0,0,3,2,4,4,1,1,1
1127969,2,1,1,1,4,6,2,7,9,11,7,.,4,6,2,2,0,0,2,8,4,2,2,1,1,1
1127985,6,5,1,2,4,3,8,5,4,1,3,0,4,3,8,2,1,1,0,3,2,3,3,1,1,1
1128041,6,2,1,2,6,3,10,5,4,1,3,0,6,3,10,4,0,1,0,8,2,2,2,1,1,1
1128074,12,2,1,2,5,7,1,5,7,2,3,0,5,7,1,3,0,0,0,8,2,5,5,1,1,1
1128082,8,2,1,1,4,4,8,3,4,6,3,0,4,4,8,2,0,0,0,8,2,7,7,1,1,1
1128090,5,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,2,1,1,1
1128181,5,3,1,2,3,5,1,7,9,11,7,.,3,5,1,2,0,0,0,6,3,5,5,1,1,1
1128421,7,4,1,2,4,4,8,4,4,8,3,0,4,4,8,3,0,1,1,8,2,3,2,1,1,1
1128439,8,2,1,1,5,7,13,5,8,1,3,0,5,7,13,5,0,0,0,8,2,2,1,1,1,1
1128447,4,5,1,1,3,5,13,7,9,11,7,.,3,5,13,1,1,0,1,8,3,4,4,1,1,1
1128454,6,5,1,1,2,6,13,2,4,7,3,1,2,6,13,5,1,0,2,2,2,2,1,1,1,1
1128538,9,5,1,2,3,7,1,3,7,1,3,0,3,7,1,3,0,2,0,3,2,4,2,1,1,1
1128553,12,4,1,2,4,7,1,4,7,1,3,0,4,7,1,2,0,0,2,3,2,5,5,1,1,1
1128579,7,3,1,2,4,4,3,4,6,1,3,0,4,4,3,3,0,1,2,8,2,4,4,1,1,1
1128587,5,2,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,1,0,8,3,2,2,1,1,1
1128611,7,5,1,2,3,4,8,3,7,2,3,0,3,4,8,2,0,1,2,6,2,3,3,1,1,1
1128629,7,1,1,2,5,4,10,7,9,11,7,.,5,4,10,4,1,0,0,8,3,1,1,1,1,1
1128637,8,2,1,2,5,6,1,5,4,10,4,0,5,6,1,2,1,0,0,8,2,4,3,1,1,1
1128678,7,2,1,2,4,4,13,5,4,13,5,1,4,4,13,5,1,0,1,8,2,3,4,1,1,1
1128736,11,4,1,2,3,6,9,3,5,5,3,0,3,6,9,2,0,0,0,6,2,4,4,1,1,1
1128744,10,2,1,2,5,7,3,5,5,6,3,0,5,7,3,2,0,0,0,8,2,3,3,1,1,1
1128751,7,2,1,2,6,6,10,6,8,10,4,0,6,6,10,4,0,0,0,8,2,5,5,1,1,1
1128777,4,3,1,1,3,4,7,7,9,11,7,.,3,4,7,2,0,0,0,8,1,2,2,2,2,1
1128850,6,5,1,1,5,4,8,0,4,2,3,1,5,4,8,2,1,0,1,3,1,5,5,1,1,1
1128876,7,5,1,1,4,6,2,4,7,1,3,0,4,6,2,3,0,0,0,8,2,2,2,1,1,1
1128983,9,4,1,2,3,7,1,3,7,1,3,0,3,7,1,2,0,1,0,6,2,2,2,1,1,1
1129155,11,4,1,2,3,7,8,3,7,2,3,0,3,7,8,2,0,1,0,2,2,2,2,1,1,1
1129163,7,3,1,1,4,7,3,4,6,4,3,0,4,7,3,2,0,0,3,3,2,1,1,1,1,1
1129171,5,2,1,2,6,3,10,6,3,10,4,0,6,3,10,4,1,0,1,8,2,1,1,1,1,1
1129197,5,3,1,1,2,4,13,4,4,5,3,1,2,4,13,1,1,0,2,3,2,4,4,1,1,1
1129205,6,5,1,2,4,4,2,4,4,13,1,1,4,4,2,3,0,2,0,8,2,3,3,1,1,1
1129239,4,2,1,1,6,5,1,6,3,1,3,0,6,5,1,3,0,0,0,8,2,2,1,1,1,1
1129262,11,6,1,2,5,5,13,5,5,2,3,1,5,5,13,1,0,0,4,8,2,6,6,1,1,1
1129320,4,3,1,1,3,5,7,7,9,11,7,.,3,5,7,2,0,0,2,2,3,3,3,1,1,.
1129379,11,2,1,2,5,6,1,5,4,6,3,0,5,6,1,3,1,1,0,8,2,2,2,1,1,1
1129403,8,3,1,1,2,4,13,7,9,11,7,.,2,4,13,1,.,1,0,2,1,2,2,1,1,1
1129452,11,3,1,2,4,5,2,4,6,7,3,0,4,5,2,3,1,0,0,8,2,3,3,1,1,1
1129494,7,3,1,2,3,7,4,7,9,11,7,.,3,7,4,3,0,0,1,8,1,1,1,1,1,1
1129502,1,1,1,2,4,4,1,7,9,11,7,.,4,4,1,3,1,0,0,8,1,2,1,2,2,1
1129544,11,3,1,1,6,5,10,6,4,10,4,1,6,5,10,4,1,0,0,8,2,3,3,1,1,1
1129718,10,3,1,2,4,4,13,5,5,1,3,0,4,4,13,5,0,2,0,8,2,3,2,1,1,1
1129791,7,4,1,2,4,4,0,4,4,2,3,0,4,4,1,3,0,1,1,1,2,3,3,1,1,1
1129833,7,1,1,1,3,4,8,7,9,11,7,.,3,4,8,3,1,0,0,8,1,1,1,1,1,1
1129841,7,3,1,2,4,4,9,3,3,6,3,1,4,4,9,2,1,0,0,2,2,4,4,1,1,1
1129866,5,1,1,2,6,3,10,7,9,11,7,.,6,3,10,4,0,1,0,8,4,2,2,1,1,1
1129874,4,5,1,1,4,3,8,5,3,13,1,1,4,3,8,3,1,0,0,8,1,2,2,1,1,1
1129882,7,4,1,2,3,4,13,3,4,9,3,1,3,4,13,5,0,0,0,4,2,3,3,1,1,1
1129916,7,3,1,2,3,4,1,3,5,7,3,1,3,4,1,3,1,0,1,2,2,2,2,1,1,1
1129940,5,5,3,2,3,5,1,7,9,11,7,.,3,5,1,3,0,0,1,6,5,4,4,97,2,1
1129965,6,2,1,1,6,3,10,6,5,10,4,0,6,3,10,4,0,0,0,8,2,2,2,1,1,.
1130005,5,5,1,2,3,5,1,3,4,13,1,0,3,5,1,3,1,1,0,6,2,3,2,1,1,1
1130013,1,2,1,1,5,4,13,5,4,1,2,0,5,4,13,5,0,0,0,8,2,2,2,2,2,1
1130021,10,2,1,2,6,8,4,6,7,10,4,0,6,8,4,3,0,1,0,8,2,3,3,1,1,1
1130088,10,2,1,2,4,6,2,4,5,2,3,0,4,6,2,2,0,0,0,8,2,4,4,1,1,1
1130104,9,4,1,2,3,5,1,3,6,3,3,0,3,5,1,3,0,0,0,3,2,3,3,1,1,1
1130161,11,4,1,2,3,7,1,3,8,1,3,0,3,7,1,2,0,0,0,4,2,3,2,1,1,1
1130179,8,2,1,1,3,6,8,3,4,13,1,0,3,6,8,3,0,0,0,8,1,2,2,1,1,1
1130195,8,5,1,1,3,4,7,3,6,7,3,0,3,4,7,2,0,1,0,6,2,3,1,1,1,1
1130203,9,4,1,2,3,4,1,5,6,2,3,0,3,4,1,3,0,0,0,2,2,3,2,1,1,1
1130260,5,2,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,2,2,1,1,1
1130278,8,2,1,1,5,3,13,7,9,11,7,.,5,3,13,5,.,0,3,8,2,2,1,1,1,1
1130310,8,1,.,2,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,2,.,.,.,0,.
1130336,3,3,3,1,3,6,8,7,9,11,7,.,3,6,8,3,0,0,0,3,5,1,1,3,3,1
1130351,9,2,1,1,3,4,8,3,8,1,3,1,3,4,8,3,1,0,1,8,2,2,2,1,1,1
1130385,9,3,1,2,3,6,3,3,4,7,3,1,3,6,3,3,0,1,0,2,2,3,3,1,1,1
1130393,8,2,1,1,2,7,1,7,9,11,7,.,2,7,1,3,0,0,0,2,1,3,3,2,2,1
1130419,6,2,1,1,5,4,8,5,3,13,1,0,5,4,8,3,1,0,0,8,2,2,2,1,1,1
1130443,7,5,3,1,6,6,10,7,9,11,7,.,6,6,10,4,0,0,2,8,1,3,3,97,1,1
1130450,11,4,1,2,4,4,8,4,4,3,3,0,4,4,8,3,0,0,0,3,2,5,5,1,1,1
1130815,1,2,1,2,6,3,10,6,3,10,4,0,7,9,11,7,.,0,1,8,4,2,2,1,1,1
1130880,8,2,1,2,6,6,13,6,3,13,6,0,6,6,13,6,0,0,0,8,2,3,2,1,1,1
1130914,7,2,1,2,6,4,13,6,3,10,4,0,6,4,13,5,0,0,2,8,2,4,4,1,1,1
1130930,7,2,1,1,5,4,1,4,4,3,3,1,5,4,1,2,0,0,0,8,2,3,1,1,1,1
1130963,6,3,1,2,4,8,1,7,9,11,7,.,4,8,1,3,0,0,0,8,1,1,1,1,1,1
1130997,8,5,1,1,3,4,13,5,5,6,3,0,3,4,13,6,0,0,4,8,2,2,1,1,1,.
1131029,9,4,1,2,6,7,13,6,5,6,3,0,6,7,13,5,0,1,2,8,2,5,5,1,1,1
1131052,12,6,1,2,3,6,4,5,7,9,2,0,3,6,4,3,0,0,0,6,2,5,4,1,1,1
1131060,3,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,3,4,2,1,1,1
1131102,12,5,1,2,4,5,1,4,7,2,3,0,4,5,1,3,0,0,0,3,2,3,1,1,1,1
1131128,9,4,1,2,2,8,1,2,8,1,3,0,2,8,1,2,0,0,0,4,2,3,2,1,1,1
1131201,12,2,1,2,4,8,1,4,7,1,3,0,4,8,1,3,0,0,1,8,2,4,4,1,1,1
1131219,6,2,1,2,5,4,3,6,4,10,4,1,5,4,3,2,0,0,0,8,2,1,1,1,1,1
1131268,1,1,1,1,5,4,13,5,4,13,1,0,7,9,11,7,.,0,0,8,3,1,1,1,1,.
1131367,6,5,1,2,3,5,1,3,5,1,3,0,3,5,1,2,0,1,0,6,2,3,4,1,1,1
1131383,9,2,1,2,2,7,4,2,7,1,3,.,2,7,4,3,0,0,0,8,2,2,2,1,1,1
1131417,8,3,1,2,5,8,1,7,9,11,7,.,5,8,1,3,0,1,0,3,4,2,2,1,1,1
1131458,8,5,1,2,3,6,13,3,6,6,3,.,3,6,13,5,1,2,0,3,2,4,4,1,1,1
1131466,12,4,1,2,4,5,2,4,5,7,3,0,4,5,2,2,0,0,0,2,2,5,5,1,1,1
1131565,7,3,1,2,5,4,7,5,4,7,3,0,5,4,7,3,0,0,2,8,2,2,2,1,1,1
1131573,5,2,1,2,4,4,13,4,7,3,3,.,4,4,13,5,0,0,0,8,2,1,1,1,1,1
1131680,7,1,1,2,6,5,10,7,9,11,7,.,6,5,10,4,0,1,0,8,4,2,2,1,1,1
1131755,9,2,1,1,3,6,4,3,4,7,3,0,3,6,4,3,0,1,0,8,2,2,2,1,1,1
1131771,12,2,1,2,5,5,13,5,7,13,1,0,5,5,13,5,0,1,0,8,2,3,3,1,1,1
1131789,3,1,1,2,6,3,13,7,9,11,7,.,6,3,13,1,0,0,0,8,4,2,2,1,1,1
1131847,6,1,1,1,5,7,3,7,9,11,7,.,5,7,3,3,0,0,1,8,3,2,2,1,1,1
1131896,3,2,1,1,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
